REFDBID,ABSTRACT,CREATED_AT,UPDATED_AT
Heineke:2017reservoir,"The functionality and retention capacity of water reservoirs is generally impaired by upstream erosion and reservoir sedimentation, making a reliable assessment of erosion indispensable to estimate reservoir lifetimes. Widely used river gauging methods may underestimate sediment yield, because they do not record rare, high-magnitude events and may underestimate bedload transport. Hence, reservoir lifetimes calculated from short-term erosion rates should be regarded as maximum values. We propose that erosion rates from cosmogenic 10Be, which commonly integrate over hundreds to thousands of years are useful to complement short-term sediment yield estimates and should be employed to estimate minimum reservoir lifetimes. Here, we present 10Be erosion rates for the drainage basins of six water reservoirs in Western Turkey, which are located in a tectonically active region with easily erodible bedrock. Our 10Be erosion rates for these catchments are high, ranging from ~170 to ~1040 t/km^2/yr. When linked to reservoir volumes, they yield minimum reservoir lifetimes between 25 ± 5 and 1650 ± 360 years until complete filling, with four reservoirs having minimum lifespans of <=110 years. In a neighboring region with more resistant bedrock and less tectonic activity, we obtain much lower catchment-wide 10Be erosion rates of ~33 to ~ 95 t/km**2/yr, illustrating that differences in lithology and tectonic boundary conditions can cause substantial variations in erosion even at a spatial scale of only ~50 km. In conclusion, we suggest that both short-term sediment yield estimates and 10Be erosion rates should be employed to predict the lifetimes of reservoirs.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Heineke:2019menderes,"In extensional provinces with low-angle normal faulting (such as the Aegean region), both tectonic processes and erosion induce landscape change, but their interaction during the evolution of topography and relief accompanying continental extension has rarely been addressed. Here we present local and catchment-wide 10Be erosion rates that document the spatial pattern of erosion in the central Menderes Massif, a metamorphic core complex consisting of two asymmetric mountain ranges (Bozdağ and Aydın) bound by detachment faults and active grabens. Catchment-wide erosion rates on the northern flank of the Bozdağ Range are rather low (40–110 mm/k.y.) but reach values of >300 mm/k.y. on the steep southern escarpment—a pattern that reflects both topography and bedrock lithology. In the Aydın Range, erosion rates are generally higher, with mean erosion rates of ∼190 and ∼260 mm/k.y. on the northern and southern flank, respectively, and more variable along strike. In both ranges, erosion rates of ridge crests derived from amalgamated clasts are 30–90 mm/k.y. The difference between local and catchment-wide erosion rates indicates that topographic relief increases in most parts of the massif in response to ongoing fault-related uplift and concomitant river incision. Our findings document that tectonic processes exert a significant control on landscape evolution during active continental extension and are reflected in both the topographic signature and the spatial pattern of erosion. In the Menderes Massif, rock susceptibility to weathering and erosion is a dominant factor that controls the erosional contribution to rock exhumation, which varies spatially between ∼10\% and ∼50\%.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Helgen:2005aplodontiidae,Family Aplodontiidae,2023-01-05 16:42:05.198 +0100,
Helgen:2005aplondontiidae,Family Aplondontiidae,2023-01-05 16:42:05.198 +0100,
Helgen:2005castoridae,Family Castoridae,2023-01-05 16:42:05.198 +0100,
Helgen:2005ptilocercidae,Family Ptilocercidae,2023-01-05 16:42:05.198 +0100,
Helgen:2005scandentia,Order Scandentia,2023-01-05 16:42:05.198 +0100,
Helgen:2005tupaiidae,Family Tupaiidae,2023-01-05 16:42:05.198 +0100,
Henck:2011three,"Global data suggest that erosion rates variously scale with steepness or climate forcing (precipitation or glacial excavation), but the relative influence of these factors has proven difficult to assess without comparisons from a single location. A new suite of detrital 10Be data from the Three Rivers Region, SE Tibet is used to examine the relative importance of rainfall and relief in predicting patterns of erosion rates across a region with a strong gradient in exhumation. The data reveal millennial erosion rates vary by two orders of magnitude, from 0.01 to 8 mm/yr across a regional gradient in exhumation rates inferred from previous thermochronology and cosmogenic nuclide data to the west and east of the study region. The new millennial erosion rates mirror the pattern of decreasing exhumation rates from west to east across the region, with the highest rates in the lower Salween River drainage and the lowest rates in the Yangtze River drainage. Erosion rates in the Mekong and Salween River drainages are correlated with mean local relief whereas in the Yangtze River drainage they are correlated most strongly with mean annual rainfall. The tectonic setting of this region, with a strong west to east gradient in exhumation rates which we infer to mirror a gradient in rock uplift, seems to exert a stronger control on erosion rate patterns than rainfall or relief.",2021-11-19 12:11:05.011 +0100,2022-07-10 14:04:40.403 +0200
Henderson:2006sunnyside,"Susan Kent had been working on a project excavating an open-air archaeological site in the eastern Free State, South Africa, at the time of her death. She had commissioned geological studies, which had indicated that the archaeological horizon was in situ, and had involved colleagues in taking dating, pollen, and phytolith samples. We decided to continue with the analysis of the samples after her death and to complete the analysis of the artifacts from the site. This multifaceted approach to understanding the context of the archaeological horizon was the background against which Susan intended to investigate the spatial distribution of the lithic material as a means of identifying activity areas at the site. This chapter reports some of the results of the continuing analysis. The archaeological horizon has been dated to around 30 ka by optically stimulated luminescence. This date supports the final Middle Stone Age or Transitional Middle Stone Age/Later Stone Age designation suggested by a preliminary analysis of part of the lithic sample. Paleoenvironmental information from the site indicates that conditions were favorable for human settlement in the eastern Free State area during this period. Although the site may not necessarily be suitable to answer all the questions Susan initially asked of it, it will certainly make a contribution to our understanding of human settlement of the area during this little-researched time period of the central interior.",2022-10-04 19:48:14.479 +0200,
